OrderNumber,OrderStatus,CustomerNumber,CustomerName,OrderDate,ShipDate,PromisedDate,Closed,CreditHold,OnHold,BlanketOrder,Amount,OrderType,CustomerPurchaseOrderNumber,SalesAgent,Division,Warehouse,TaxCode,ShipperID,Attention,FOB,FreightOption,FreightAmount,FreightCost,Email,FreeField1,FreeField2,OrderRemarks,InternalRemarks,OrderRemark3,OrderRemark4,ShipToSequence,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToZip,ShipToCountry,Phone,ShipFromName,ShipFromAddress1,ShipFromAddress2,ShipFromAddress3,ShipFromCity,ShipFromState,ShipFromZip,ShipFromCountry,MiscCharge1,MiscCharge1GL,MiscCharge1Reason,MiscCharge1Tax,MiscCharge2,MiscCharge2GL,MiscCharge2Reason,MiscCharge2Tax,MiscCharge3,MiscCharge3GL,MiscCharge3Reason,MiscCharge3Tax,MiscCharge4,MiscCharge4GL,MiscCharge4Reason,MiscCharge4Tax,NumberOfPallets,ShippingZone,Truck,TruckRunId,TruckRunDate,StopNumber,StandingOrderRelease,ExternalTracking,CreateDate,UpdateDate,items,CustomFields,Month,Week
900578,Entered,0008745,"Glanbia Nutritionals (NA), Inc",2025-02-05 05:00:00,2025-02-11T00:00:00-05:00,2025-02-17T00:00:00-05:00,True,False,False,False,5990.0,1,4504641898,0012,1,1,100,UPS GROUND,Shannon Provenzano,ExWorks SanAntonioTX,COLLECT,,,sprovenzano@glanbia.com,UPS Ground / FedEx Ground,,,"UPS Account No.: E4277J

Email documents, COA, and order confirmation to Shannon Provenzano at sprovenzano@glanbia.com

Materials must have a minimum of 75% shelf life remaining, materials received with less will be refused unless prior approval is given.

BOL must state: Delivery Appointment is Required

Call 203-932-3000 Ext: 7288 for appointment

Material must be labeled with the internal GN Code on each unit or placarded on pallet

Wood packing is NOT acceptable.

Original manufacturer labels must be on each unit.

Maximum pallet height is 5 ft for Mo/CA shipments, 53#  for CT shipment

Email invoices to:   ssna@glanbia.com",,,4,Our Plant No.: 0314,Glanbia Nutritionals NA Orange,50 Prindle Hill Road,,Orange,CT,06477-3615,USA,331-642-6100,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-07T11:14:45.02-05:00,2025-02-13T16:16:33.98-05:00,[],{},2025-02-01,2025-02-03
900579,Entered,0005290,BASF Mobile Emissions Catalyst,2024-11-05 05:00:00,2025-02-10T00:00:00-05:00,2025-02-10T00:00:00-05:00,True,False,False,False,1020.0,1,6000175063,0012,1,1,100,TRUCK,,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,SAGE SO 881567,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Ba Hydroxide - White (4 drums / pallet)

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately.

The following information must be on the BOL:

P.O. # 6000175063 and trailer seal # 

Material to be delivered to BASF on Wednesday, 
February 12, 2025.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,5,BASF Mobile Emissions Catalyst,HUNTSVILLE  PLANT,(DIESEL/RETROFIT),"9800 Kellner Road, SW",Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-07T11:42:01.027-05:00,2025-02-10T10:46:53.24-05:00,[],{},2024-11-01,2024-11-04
900580,Entered,0005290,BASF Mobile Emissions Catalyst,2024-11-05 05:00:00,2025-02-10T00:00:00-05:00,2025-02-10T00:00:00-05:00,True,False,False,False,7480.0,1,6000175064,0012,1,1,100,Truck,,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Ba Sulfate - Red (4 drums / pallet)

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately. 

The following information must be on the BOL:

P.O. #, tote serials # and trailer seal # 

Material to be delivered to BASF on Wednesday, Febraury 12, 2025

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,11,Schellecke Logistics,9603 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-07T12:09:57.333-05:00,2025-02-10T11:38:08.893-05:00,[],{},2024-11-01,2024-11-04
900581,Entered,0003890,Sea World Parks  & Entertainment,2025-02-07 05:00:00,2025-05-09T00:00:00-04:00,2025-02-14T00:00:00-05:00,False,False,False,False,2525.0,1,4504208361,0024,1,1,100,FEDEX GROUND,,EXW San Antonio TX,THIRD PARTY,,,,CFR49-HM181,,,"FedEx Acct. No. 3031-0785-1

New Routing Instructions effective 11/2016 attached. (filed in correspondence)

Domestic Routing Instructions and/or if PO States Collect or 3rd Party Biling contact:  Seaworld.cl.us@geodis.com

Small Packages do not require routing through GEODIS Use FedEx Ground.
See attachment for fedex account numbers. If cannot go fedex ground need to contact freightrouting@seaworld.com. Email must include why.

Contact SeaWorld.cl.us@geodis.com for routing instructions

3rd Party Freight Bill To: 
SeaWorld c/o GEODIS
Attn: Freight Pay
P.O. Box 2208
Attn: Freight Pay
Brentwood, TN 37024-2208

PO Number SWP4504208361 must be on all product labels 

PO Number SWP4504208361 must be entered in the reference number 1 field in the shipping system  (or on B/L if shipping by truck)

Do not mail invoice. An on-line invoice will be set up by customer once material is received at their site. 

Accounts Payable Email: Accounts.Payable@SeaWorld.com
                                                   
Send tracking information to DAVID GRAY - david.gray@seaworld.com",,,3,Sea World Parks  & Entertainment,"SeaWorld of Texas, Inc.",SeaWorld San Antonio,10500 Sea World Drive,San Antonio,TX,78251,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-07T17:46:50.057-05:00,2025-02-19T10:13:21.833-05:00,[],{},2025-02-01,2025-02-03
900582,Entered,0014256,King Technology Inc.,2025-02-06 05:00:00,2025-02-19T00:00:00-05:00,2025-02-12T00:00:00-05:00,True,False,False,False,3638.9759,1,P30642,0006,1,1,100,TRUCK,Alissa Hageman,DAP,DELIVERED,,,,CFR49-HM181,,,This is a dropship - GE Chaplin coordinated freight and delivered it to maxpax,,,1,Max Pax,840 Walworth St.,,,Walworth,WI,53184,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-10T10:37:58.99-05:00,2025-02-19T18:50:14.013-05:00,[],{},2025-02-01,2025-02-03
900583,Entered,0009774,BASF Catalisadores Ltda.,2025-02-10 05:00:00,2025-03-07T00:00:00-05:00,2025-03-05T00:00:00-05:00,True,False,False,False,510.0,1,6000200989,0000,1,1,100,SEA FREIGHT,,ExworksSan AntonioTX,COLLECT,,,,CFR49-HM181,,,"Package in drum stating lot #, BASF Part #, gross wt and net wt. 2"" red tape placed around the drum below product label. 4 drums/ pallet

100 gm retention sample needed

Use wood pallets with fumigation stamp - ""Do Not Double Stack"" must be on BOL.  Label top of each drum with ""Topload Only-Do Not Stack""

C/A & SDS to be sent with shipment but not shown on paperwork.  

Original invoice/duplicate and packing list must be signed in blue ink

The following statement must be on the packing, IMO, airbill and/or bill of lading:  Wooden Packing: Treated and Certified

VIA SEAFREIGHT:
Carotrans International 
3838 N Sam Houston Pkwy, Ste 110
Houston, TX  77032
Jhasmin.bautista@e-craft.com

Notify Field:
Indaiá Santos - SP
Rua XV de Novembro, 170 Santos, SP Brasil.
Cep: 11.010-150 Phone: (13) 3211-4000
CNPJ: 58.156.084/0001-37
Telephone/Fax: 55 (13) 3211 - 4014

Email the signed original invoice, packing list and wood pallet cert to the forwarder.  

Email the signed original invoice, packing list, CofA, wood pallet certification & tracking number for PBL documents to thalita.perico@partners.basf-catalystsmetals.com
ana.albinosilva@basf-catalystsmetals.com
breno.furlaneto-horvath@basf-catalystsmetals.com

Email invoice to Payables-Invoice-BRE1@basf-catalystOriginals must be sent a max of 5 days after vessel sails

Mandatory Info for B/L or AWB:
Consignee CNPJ:48.539.407/0029-19
Indaia CNPJ:58.156.084/0001-37
NCM Tariff Number:
Gross Wt:(incl pallet wt)
Cargo Cubic Meter:
Packaging Types:Drums, Pallets 
Freight Charges:

Mandatory info printed on the commercial invoice: Volume qty (i.e. 2 pallets with 10 drums)/
Gross wt-incl pallet/Net wt/Incoterm

Send original and signed copy of documents by courier to broker in Brazil and send tracking number:
Indaia Santos - SP
Rua XV de Novembro, 170 Santos, SP Brasil
Zip Code:  11.010-150 /Phone:  (13) 3211-4000
CNPJ:  58.156.084/0001-37
Mr. Giliardi Figueiredo",,,8,BASF Catalisadores Ltda.,"Rodovia SP 73, No. 5756",Indaiatuba,,Sao Paulo,.,13330-970,BRAZIL,011-55-1939355500,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-10T17:57:41.693-05:00,2025-03-06T18:13:50.563-05:00,[],{},2025-02-01,2025-02-10
900584,Entered,0009774,BASF Catalisadores Ltda.,2025-02-03 05:00:00,2025-03-07T00:00:00-05:00,2025-03-05T00:00:00-05:00,True,False,False,False,2250.0,1,6000200858,0012,1,1,100,SEA FREIGHT,John Welligton Batist,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"THIS S/O COMPLETES THE ORDER (FIRST SHIPPED S/O IS 900456)

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped

Package in fiber drum clearly stating lot number, BASF Part Number, gross weight & net weight. Place 2"" RED color tape around the drum just below the Noah product label

Use heat treated wood pallets each with a legible fumigation stamp. ""Do Not Double Stack"" must be on BOL.On top of each drum put label with - Topload Only-Do Not Stack

Scan & send export documents/COA to John Welligton Batista at john-welligton.batista@basf-catalystsmetals.com and Patricia Batista Pedro at  pati.batistapedro@basf-catalystsmetals.com and Breno Furlaneto-Horvath at  Brendo.furlaneto-horvath@basf-catalystsmetals.com for prior approval. Send originals after drafts are approved.

If items require Import License (IL) prior to shipment, send proforma invoice. Shipment can be released only after BASF approval.

Sign invoice & Packing list in blue ink

Statement must be on the packing list, IMOairbill/ BOL: Wooden Packing: Treated and Certified

Freight forwarder:
CRAFT MULTIMODAL LTDA 
AV JURUBATUBA, 73 - CJ 91 - VILA CORDEIRO - CEP 04583-912 SAO PAULO, SP BRAZIL
CNPJ: 01.831.941/0001-30

Notify Field:
Indaiá Logística Internacional Ltda
Rua XV de Novembro, 170
Santos – SP – Brasil.
ZIP CODE: 11.010-150
CNPJ: 58.156.084 0001-37
Contact: Giliardi Figueiredo & Phone: 55 (13) 3211-4000 - Ramal 4014
 
Send original & signed copy of documents/COA by courier to broker & tracking # to NOTFIY INDAIA^ 

FedEx the signed invoice (both copies)/COA & packing list to PBL Assessoria

Email invoice: Payables-Invoice-BRE1@basf-catalystsmetals.com

Email invoice, packing list, COA & tracking # for PBL documents to: The FORWARDER & Clever Deponte & Ana Albinosilva (Emails Above)

Send (signed/stamped) documents/COA to NOTIFY INDAIA 10 days prior to vessel arrival

Mandatory to be printed on the B/L or AWB:
Consignee CNPJ: 48.439.341 0001-94
Indaia CNPJ: 58.156.084/0001-37 
NCM Tariff Number:
Gross Weight: (incl pallet wt)
Cargo Cubic Meter:
Packaging Types: Drums, Pallets
Container Number: N/A
Seal Number: N/A

Freight Charges
Mandatory to be printed on commercial invoice: Volume quantity (i.e. 2 pallets with 10 drums), Gross wt - incl pallet, Net wt, Incoterm",,,8,BASF Catalisadores Ltda.,"Rodovia SP 73, No. 5756",Rod. SP 73 No. 5756,13330-970 Indaiatuba,Indaiatuba-Sao Paulo,.,.,BRZ,011-55-1939355500,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-10T18:04:14.533-05:00,2025-03-07T09:36:26.083-05:00,[],{},2025-02-01,2025-02-03
900585,Entered,0012659,Amplex Chemical Products Ltd.,2025-01-07 05:00:00,2025-02-28T00:00:00-05:00,2025-02-28T00:00:00-05:00,True,True,False,False,7000.0,1,27586,0000,1,1,100,TRUCK,Natalie Gagnon,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"Customer sending us 700 Kg of SODIUM CYANIDE to be re-packaged as follows:

100 X 7 Kg

See attached packaging instructions (Send a copy to the whse with the pick ticket.)

MSDS No.:  1417
Warning Labels:  7, 4
RQ:  4.54 Kg
ERG:  157

Package all left over material do not leave any material in drums. Place a generic product label indicating with the product name, lot number and quantity. Notify Operations of how many packages were made so we can adjust the invoice if necessary. Any remaining packaging supplies will need to be shipped back to them as well. See Sonya/Nicole if you have any questions or you encounter any problem with this order. 

Email COA to Natalie Gagnon at n.gagnon@amplexchem.com",,,1,Plaspak C/O Amplex Chemical Products,"700 rue Dijon, St-Jean-sur-Richelieu, QC",,,J3B  8G3,.,.,CAN,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T10:19:05.92-05:00,2025-02-11T14:57:34-05:00,[],{},2025-01-01,2025-01-06
900586,Entered,0012953,"Carestream Health, Inc.",2025-02-11 05:00:00,2025-02-14T00:00:00-05:00,2025-02-14T00:00:00-05:00,True,True,False,False,0.0,1,6502787841,0008,1,1,100,UPS GROUND,001,DAP,DELIVERED,,,,UPS Ground / FedEx Ground,,,"Send invoices to: ap_usnc@carestream.com

Certifications of Analysis should be sent with shipment and email to: Darlene White at darlene.y.white@carestream.com, ronald.fantauzzo@carestream.com & brian.infantino@carestream.com

No charge S/O Noah shorted customer 9.75 Kg on Sage No. 0881270 Datacor S/o 900235 Inovice B-0641204",,,-1,"Carestream Health, Inc.",150 Verona Street,,,Rochester,NY,14608,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T14:56:54.197-05:00,2025-02-14T14:54:35.28-05:00,[],{},2025-02-01,2025-02-10
900587,Entered,0012659,Amplex Chemical Products Ltd.,2025-02-11 05:00:00,2025-03-06T00:00:00-05:00,2025-02-26T00:00:00-05:00,True,False,False,False,7000.0,1,27586,0012,1,1,100,TRUCK,,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"Packaging Requirements (Pending update in Datacor to show on material)

Re-Packaging of Amplex supplied product
700 Kg of SODIUM CYANIDE, Lot number B-240704 & B-210503 packed
as 100 x 7 Kg using Amplex private labeling
CFR 49/HM181: Proper Shipping Name: Sodium Cyanide
solid Class: 6.1          ID: UN1689          PG: I Label: Toxic, Marine Pollutant
This material is being repackaged with customer supplied product and packaging materials.
Any remaining product or packaging supplies will be shipped back to them with the
finished packaging containers.
_________________________________
Customer sending us 700 Kg of SODIUM CYANIDE to be re-packaged as follows:

100 X 7 Kg

See attached packaging instructions (Send a copy to the whse with the pick ticket.)

MSDS No.:  1417
Warning Labels:  7, 4
RQ:  4.54 Kg
ERG:  157

Package all left over material do not leave any material in drums. Place a generic product label indicating with the product name, lot number and quantity. Notify Operations of how many packages were made so we can adjust the invoice if necessary. Any remaining packaging supplies will need to be shipped back to them as well. See Sonya/Nicole if you have any questions or you encounter any problem with this order. 

Email COA to Natalie Gagnon at n.gagnon@amplexchem.com",,,1,Plaspak C/O Amplex Chemical Products,700 rue Dijon,,,St-Jean-sur-Richelieu,QC,J3B  8G3,CANADA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T14:58:42.95-05:00,2025-03-06T10:19:35.603-05:00,[],{},2025-02-01,2025-02-10
900588,Entered,0010844,PIDC,2025-02-07 05:00:00,2025-02-20T00:00:00-05:00,2025-02-11T00:00:00-05:00,True,False,False,False,791.2,1,508900,0012,1,1,100,UPS GROUND,Bing Tan,ExWorks SanAntonioTX,COLLECT,,,aholt@pidc.com,UPS Ground / FedEx Ground,,,"UPS Acct. No. 873-1E0

Email tracking number, tech data and invoice to:
Tony Cao at tcao@pidc.com and purchasing agent Bing Tan at btan@pidc.com John Nodes at jnodes@pidc.com

Email invoice to apinvoice@pidc.com and cc: nsquires@pidc.com

COA must be faxed prior to shipment - fax number 734-930-9293",,,1,Pacific Industrial Development Corp.,4788 Runway Blvd.,,,Ann Arbor,MI,48108,USA,(734) 930-9292,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T15:05:13.79-05:00,2025-02-20T08:54:48.19-05:00,[],{},2025-02-01,2025-02-03
900589,Entered,0011337,World Bioproducts LLC,2025-02-07 05:00:00,2025-02-28T00:00:00-05:00,2025-02-28T00:00:00-05:00,True,False,False,False,803.0,1,PA-13024,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,RELEASE #1 OF PO# PA-13024,"SPECIAL INSTRUCTIONS: 

**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THEN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx  Freight Acct. No. 419499803

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,,,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T15:08:09.957-05:00,2025-02-28T09:07:51.4-05:00,[],{},2025-02-01,2025-02-03
900590,Entered,0011337,World Bioproducts LLC,2025-02-07 05:00:00,2025-05-05T00:00:00-04:00,2025-05-05T00:00:00-04:00,False,False,False,False,0.0,1,PA-13024,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,RELEASE #2 OF PO# PA-13024,"SPECIAL INSTRUCTIONS: 

**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THEN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx  Freight Acct. No. 419499803

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,,,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T15:23:36.227-05:00,2025-03-10T12:42:21.673-04:00,[],{},2025-02-01,2025-02-03
900591,Entered,0011337,World Bioproducts LLC,2025-02-07 05:00:00,2025-07-31T00:00:00-04:00,2025-07-31T00:00:00-04:00,False,False,False,False,0.0,1,PA-13024,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,RELEASE #3 OF PO# PA-13024,"SPECIAL INSTRUCTIONS: 

**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THEN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx  Freight Acct. No. 419499803

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,,,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T15:27:10.17-05:00,2025-03-10T12:42:45.283-04:00,[],{},2025-02-01,2025-02-03
900592,Entered,0008525,"Strem Chemicals, Inc.",2025-02-05 05:00:00,2025-03-18T00:00:00-04:00,2025-03-18T00:00:00-04:00,False,False,False,False,3171.4,1,P25020015,0012,1,1,100,FEDEX FRT PRIOR,Clark Webb,ExWorks SanAntonioTX,COLLECT,,,pam@strem.com,CFR49-HM181,,,"FedEx Freight LTL Acct. No. 573036220.

Include the country of origin, color and form of the material on the tech data and email prior to shipment to purchasing agent on PO for approval prior to shipping.

Email invoice to AP-NBPT@ascensusspecialties.com, cc Clark Webb at cwebb@ascensusspecialties.com 

Email tracking number and SDS to logistics-nbt@ascensusspecialties.com, purchasing agent on PO Clark Webb at cwebb@ascensusspecialties.com",,,-2,"Strem Chemicals, Inc.",6 Mulliken Way,Dexter Industrial Park,,Newburyport,MA,01950-4098,,(978) 499-1600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T15:53:44.967-05:00,2025-02-11T16:21:08.037-05:00,[],{},2025-02-01,2025-02-03
900593,Entered,15019,"NuVision Engineering, Inc.",2025-02-11 05:00:00,2025-02-13T00:00:00-05:00,2025-02-19T00:00:00-05:00,True,True,False,False,3080.8239,1,21807,0006,1,1,100,UPS GROUND,John Ritter,EXWSan Antonio TX,PPD & ADDED,,,ritter@nuvisioneng.com,CFR49-HM181,,,"Email John at ritter@nuvisioneng.com for shipping infromation.

Freight willl be determind as its closer to be ready to ship.",,,-2,SR&R Environmental Inc,4920 US-421,Attn: Kyle Williams,,Wimington,NC,28401,United States,704 799 2707,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T17:49:35.793-05:00,2025-02-13T16:18:58.153-05:00,[],{},2025-02-01,2025-02-10
900594,Entered,0012953,"Carestream Health, Inc.",2025-02-11 05:00:00,2025-02-24T00:00:00-05:00,2025-02-24T00:00:00-05:00,True,False,False,False,7550.3,1,6502802555,0012,1,1,100,FEDEX FRT ECO,Ben Jorgenson,ExWorks-SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"FedEx Freight account number is 159533468
_____________________________________

PACKAGING INSTRUCTIONS:

Weigh into 4 bags per drum, each bag must be 8.875 Kg + or - 37.50 grams.

Use scale with appropriate precision for customer's weight spec. 

Drum material total weight must be 35.5 Kg + or - 150 grams.
______________________________________________________

Send invoices to: ap_usnc@carestream.com

Certifications of Analysis should be sent with shipment and email to:

Darlene White at darlene.y.white@carestream.com
ronald.fantauzzo@carestream.com & brian.infantino@carestream.com

For detailed shipping/routing instructions for orders having ""FOB Origin/Freight Collect"" terms to any Carestream Health's US facilities go to:
https://www.carestream.com/en/us/corporate/shipping-and-routing-instructions/domestic-shipping-and-routing

The Purchase Order Number 6502802555 and Line No.00001 MUST appear on all shipping documents, Bills of Lading, Invoices, Correspondence, and must be permanently marked on the outside of every shipping container.",,,1,"Carestream Health, Inc.",Rochester Manufacturing Center,882 Linden Ave,,Rochester,NY,14652,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-11T17:57:14.877-05:00,2025-02-24T15:33:35.337-05:00,[],{},2025-02-01,2025-02-10
900595,Entered,0011342,"B3 Systems, Inc.",2025-01-28 05:00:00,2025-04-30T00:00:00-04:00,2025-04-30T00:00:00-04:00,False,False,False,False,117200.0,1,2025015.01,0000,1,1,100,AMINO,1,"DAP Arkadelphia, AR",DELIVERED,,,robert@b3systems.com,CFR49-HM181,,,"Lead Acetate Solution needs to be in 38 x 500 lb drums
Mercuric Acetate Solution needs to be in 5 x 300 lb black drums - mercury acetate is light sensitive",,,9,Elemental Environmental Solutions LLC,500 Reynolds Rd.,,,Arkadelphia,AR,71923,USA,(919) 790-9090,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-12T09:23:42.603-05:00,2025-03-10T11:25:02.753-04:00,[],{},2025-01-01,2025-01-27
900596,Entered,0009600,Americhem Pharmaceutical Corp.,2025-02-11 05:00:00,2025-03-06T00:00:00-05:00,2025-02-21T00:00:00-05:00,True,False,False,False,1000.0,1,33892,0006,1,1,100,FEDEX FRT PRIOR,,FCA San Antonio,COLLECT,,,vfernandez@americhempharm.com,CFR49-HM181,,,"INSTRUCTIONS:
1) PLEASE SHIP VIA FEDEX FREIGHT PRIORITY (FREIGHT
COLLECT)@ (866) 393-4585. Account Number: 19726346.
2) PLEASE EMAIL A COPY OF CERTIFICATE OF ANALYSIS TO US AS SOO ~ AS POSSIBLE.
3) CERTIFICATE OF ANALYSIS MUST ACCOMPANY SHIPMENT.
4) CERTlFICATE OF ANALYSIS MUST STATE MANUFACTURE
DATE A D EXPIRATION OR RETEST DATE.
5) ORIGINAL MANUFACTURER CERTIFICATE OF ANALYSIS IS REOUnitED FOR ALL PR◄ t>DUCTS ORDERED.
6) NO PARTIAL SHIPMENTS PERMITTED.
7) MATERIAL MUST BE FROM THE SAME LOT NUMBER.
8) MATERIAL MUST HAVE AT LEAST 85% OF ITS SHELF-LIFE FROM DATE OF MANUFtl CTURE TO DATE OF
RETEST OR EXPIRATION.
9) IF THE MATERIAL AVAILABLE HAS LESS THAN 85% SHELF LIFE REi ~IN ING, YOU Ml.JST SEND US A COPY
OF THE CERTIFICATE OF ANALYSIS PRIOR TO SH I PP ING FOR OUR CUSTOMER TO tl PPROVE.
10) ANY ORDER SHIPPED WITHOUT COMPLYING WITH THIS REQl IREMENT, WILL BE RETURNED AT
SHIPPER'S EXPENSE.
11) PLEASE EMAIL ACKNOWLEDGEMENT OF THIS P.O.",,,-1,Americhem Pharmaceutical Corp.,2862 N.W. 79th Avenue,,,Doral,FL,33122,,(305) 591-0100,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-02-12T10:43:02.863-05:00,2025-03-06T10:12:54.327-05:00,[],{},2025-02-01,2025-02-10
