CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
"Asiamerica Group, Inc.",0012581,False,245 Old Hook Road,,,Westwood,NJ,07675,USA,(201) 497-5993,info@asiamericagroupinc.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. No. 2AF-718

Include mfg date & insp/restest date on tech data

Email tracking number and Invoice to Vincent Kennedy at vincent@asiamericagroupinc.com",,,"UPS Acct. No. 2AF-718

Include mfg date & insp/restest date on tech data

Email tracking number and Invoice to Vincent Kennedy at vincent@asiamericagroupinc.com",,,,,,,,0.0,2024-01-10T16:08:07.447-05:00,2025-01-08T16:27:40.733-05:00,,,0,0,{}
Urethane Sciences,0012582,True,151 Cooper Road,,,West Berlin,NJ,08091,USA,(856) 282-4506,dpowers@USCI.net,,1,AR03,C,0000,,100,,,,,,,,Fed Ex Acct No. 5602-9924-9,,,Fed Ex Acct No. 5602-9924-9,,,,,,,,0.0,2024-01-10T16:08:08.22-05:00,2025-01-08T16:27:40.78-05:00,,,0,0,{}
0012583,0012583,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:21.653-05:00,2025-02-06T14:42:21.653-05:00,,,0,0,{}
Aegle Nutrition,0012584,True,1300 Hutton Drive Suite 110,Attn: Frank Petro,,Carrollton,TX,75006,USA,(800) 815-9354,FrankP@aeglenutrition.com,,1,AR03,C,0000,,101,,,,,,,,FedEx Acct No. 238183146,,,FedEx Acct No. 238183146,,,,,,,,0.0,2024-01-10T16:17:20.437-05:00,2025-01-08T16:27:40.813-05:00,,,0,0,{}
Quantum Power Munich GmbH,0012585,True,Toelzer Str. 2,,,82031 Gruenwald,.,.,GER,49-89-45231171,cvk@quantumpowermunich.de,,1,AR07,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:09.03-05:00,2024-01-10T16:08:09.03-05:00,,,0,0,{}
"IBC Advanced Technologies, INC",0012586,True,856 East Utah Valley Drive,,,American Fork,UT,84003,USA,(801) 763-8400,kkrakowiak@ibcmrt.com,,1,AR03,C,0000,,100,,,,,,,,Email invoice to kkrakowiak@ibcmrt.com,,,Email invoice to kkrakowiak@ibcmrt.com,,,,,,,,0.0,2024-01-10T16:08:09.87-05:00,2025-01-08T16:27:40.86-05:00,,,0,0,{}
Irvine Scientific,0012587,True,1830 E. Warner Ave.,,,Santa Ana,CA,92705-5505,USA,(949) 261-7800,cmalanga@irvinesci.com,,1,AR30,C,0000,,100,,,,,,,,"FedEx Acct No. 0900-0605-3

Include date of manufacturing and insp/retest date on tech data

Include certificate of origin with each shipment",,,"8/29/18 Contacted about June invoice unpaid.
FedEx Acct No. 0900-0605-3

Include date of manufacturing and insp/retest date on tech data

Include certificate of origin with each shipment",,,,,,,,0.0,2024-01-10T16:08:10.65-05:00,2025-01-08T16:27:40.907-05:00,,,0,0,{}
Service Chemical Incorporated,0012588,False,2651 Penn Street,Attn: Ben Cutler,,Hatfield,PA,19440,USA,(215) 362-0411,ben@servicechemical.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Account No. 0E0 776

Email tracking number to ben@servicechemical.com

Pack into 6 x 50 lb pails",,,"UPS Account No. 0E0 776

Email tracking number to ben@servicechemical.com

Pack into 6 x 50 lb pails",,,,,,,,0.0,2024-01-10T16:08:11.463-05:00,2025-01-08T16:27:40.967-05:00,,,0,0,{}
"I-Spec. Co., Ltd",0012589,False,371-8 Palyongro,Uichang-gu,"Changwon-si, Gyeongnam, 51395",.,.,.,KOR,01182-55-265-3697,yijoo@i-spec.co.kr,,1,AR07,C,0000,,100,,,,,,,,"Complete the Korea Certificate of Origin for delivery.

Pack no larger than 50 Kg drums

FREIGHT FORWARDER:
PSP Logistics INC. 
101 Frontier Way
Bensenville, Il 60106
Tel: 847-439-0810
Cell: 630-802-8261
Fax: 847-439-0984
Agent: Justin Kim
Email: justink",,,"Complete the Korea Certificate of Origin for delivery.

Pack no larger than 50 Kg drums

FREIGHT FORWARDER:
PSP Logistics INC. 
101 Frontier Way
Bensenville, Il 60106
Tel: 847-439-0810
Cell: 630-802-8261
Fax: 847-439-0984
Agent: Justin Kim
Email: justink@psplogisticsinc.com",,,,,,,,0.0,2024-01-10T16:08:12.32-05:00,2025-01-08T16:27:41.017-05:00,,,0,0,{}
Aline Automotive,0012590,True,6319 CR 168,Attn: Ricky Ledford,,Alvin,TX,77511,USA,(823) 385-7415,rickled@gmail.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:17:21.117-05:00,2024-01-10T16:17:21.117-05:00,,,0,0,{}
"Biotron Laboratories, Inc.",0012591,False,766 S. Depot Drive,Suite 8,,Ogden,UT,84404,USA,(801) 298-8438,alex@Biotronlabs.com,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. 8E59V6

Contact Melody Cruz at melody@actylis.com to arrange the shipping for this order and any future orders

Do not ship more than one lot without prior approval

Include manufacture date & insp.retest date on tech data

Email invoices to: ap.biotron@actylis.com",,,"5/20/22 emailed trudy & garrett & ap ref 603441, 604079, 604002,606103
9/13 emailed justin in reference to account
10/26/22  cust requested invoice copies which were sent
1/31/23 emailed Justin ref 615178
2/22/23  Mark emailed Justin and buyer Melody re 615178
2/23/23  Mary Doughty in acctg requested copy of invoice
3/23/23 emailed ap & Mary ref 618291

UPS Acct. 8E59V6

Contact Melody Cruz at melody@biotronlabs.com to arrange the shipping for this order and any future orders

Do not ship more than one lot without prior approval

Include manufacture date & insp.retest date on tech data

Email invoices to: ap@biotronlabs.com",,,,,,,,20000.0,2024-01-10T16:08:13.123-05:00,2025-03-07T17:39:38.757-05:00,,,0,0,{}
Mudgee Wattle Farm &  Nursery,0012592,False,1387 Stagecoach Rd,,,Seguin,TX,78155,USA,(713) 870-6030,,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:49:05.597-05:00,2024-01-10T15:49:05.597-05:00,,,0,0,{}
Steuart Laboratories Inc.,0012593,True,PO Box 306,,,Mabel,MN,55954,USA,(877) 210-9664,,,1,AR00,C,0000,,100,,,,,,,,,,,FedEx Acct No.3913-6582-2,,,,,,,,0.0,2024-01-10T15:49:06.337-05:00,2025-01-08T16:27:41.11-05:00,,,0,0,{}
USDA-ARS,0012594,False,2881 F & B Road,Attn: James Frelichowski,,College Station,TX,77845,USA,(797) 260-9209,james.frelichowski@ars.usda.gov,,1,AR03,C,0000,,104,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:50:09.95-05:00,2024-01-10T15:50:09.95-05:00,,,0,0,{}
3one6 Logistics,0012595,True,2709 Heather Wood Dr.,,,Flower Mound,TX,75022,USA,(940) 367-3316,jason.martin@3one6logistics.com,,1,AR03,C,0000,,101,,,,,,,,UPS Acct No. 6RV 307,,,UPS Acct No. 6RV 307,,,,,,,,0.0,2024-01-10T16:17:21.89-05:00,2025-01-08T16:27:41.157-05:00,,,0,0,{}
Delroch LLC,0012596,False,4 Bedford Way,Attn:  Daniel Dupre,,Pittsford,NY,14534,USA,(585) 738-0626,dpdupre@gmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:13.967-05:00,2024-01-10T16:08:13.967-05:00,,,0,0,{}
Process Engineering S de RL de,0012597,False,"CV,Blvd. Industrial 17515,B102","y B103, Otay Constituyentes","C.P. 22457 Tijuana, B.C. Mex.",.,.,.,MEX,0152 664 623 7016,tguerra@proceseng.com,,1,AR07,C,0000,,100,,,,,,,,"Fowarding information:

Alfredo Brambila, Operations
Multilogistic Services, Inc.
6754 Calle de Linea, Ste. 102
San Diego, CA 92154
(619)661-0049
Email: freddy@multilogisticservices.com

Salazar Forwarding Specialists, LLC
C/O Ari Tranhin
9543 Heinrich He",,,"Fowarding information:

Alfredo Brambila, Operations
Multilogistic Services, Inc.
6754 Calle de Linea, Ste. 102
San Diego, CA 92154
(619)661-0049
Email: freddy@multilogisticservices.com

Salazar Forwarding Specialists, LLC
C/O Ari Tranhin
9543 Heinrich Hertz Dr. Suite 2
San Diego, Ca 92154

Email and mail invoice to tguerra@proceseng.com, ATTN: Tonatiuh Guerra Martinez",,,,,,,,0.0,2024-01-10T16:08:14.737-05:00,2025-01-08T16:27:41.203-05:00,,,0,0,{}
"Scott Cao Violins, Inc.",0012598,False,10767 Hale Avenue,,,Morgan Hill,CA,95037,USA,(408) 378-3665,sales@scottcaoviolins.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:15.513-05:00,2024-01-10T16:08:15.513-05:00,,,0,0,{}
Alcami Corporation,0012599,False,P.O. Box 1187,,,Pico Rivera,CA,90660,USA,(262) 251-5044,,,1,AR60,C,0000,,100,,,,,,,,"FedEx Acct. No.:  246900256

P.O. number required on all invoices.

Email invoice to accounts-payable@alcaminow.com (do not put any text in the body of the email or it will be rejected)",,,"FedEx Acct. No.:  246900256

P.O. number required on all invoices.

Email invoice to accounts-payable@alcaminow.com (do not put any text in the body of the email or it will be rejected)",,,,,,,,0.0,2024-01-10T16:08:16.313-05:00,2025-01-08T16:27:41.263-05:00,,,0,0,{}
"Calvary Industries, Inc.",0012600,False,9233 Seward Road,,,Fairfield,OH,45014,USA,(513) 874-1113,lclarke@calvaryindustries.com,,1,AR30,C,0000,,100,,,,,,,,UPS Acct. No.  489-290,,,UPS Acct. No.  489-290,,,,,,,,2000.0,2024-01-10T16:08:17.067-05:00,2025-01-08T16:27:41.313-05:00,,,0,0,{}
"FedChem, LLC",0012601,False,275 Keystone Drive,,,Bethlehem,PA,18020,USA,(484) 286-1005,bsickenberger@fedchem.com,,1,AR07,C,0000,,100,,,,,,,,UPS Acct. 256 262,,,"9/28/17  Left message for A/P re 538112
10/5/17  Left messqge for A/P RE 538112
Credit memo being issued.  Cust. would never respond to discuss the claims that the material was out of spec after numerous email attemps from Di and KS.  12/11/2017



UPS Acct. 256 262",,,,,,,,0.0,2024-01-10T16:08:17.823-05:00,2025-01-08T16:27:41.373-05:00,,,0,0,{}
Honeywell Energy Services,0012602,True,Att:  Tabetha Lingo Kaiser,13530 Primula Court,,Cypress,TX,77429,USA,(832) 252-3730,Tabetha.Kaiser@Honeywell.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:18.547-05:00,2024-01-10T16:08:18.547-05:00,,,0,0,{}
Advanced Materials Institute,0012603,True,of Shandong / Attn WeiBo Lu,"No. 19, Keyuan Road",Jinan 250014,Shandong,.,.,CHI,(949) 824-3942,yuchous@yahoo.com,,1,AR03,C,0000,,100,,,,,,,,"FedEx Acct No,. 985856559

Email tracking number to the purchasing agent on PO",,,"FedEx Acct No,. 985856559

Email tracking number to the purchasing agent on PO",,,,,,,,0.0,2024-01-10T16:08:19.313-05:00,2025-01-08T16:27:41.42-05:00,,,0,0,{}
AFG Bioscience LLC,0012604,True,8025 Lamon Ave,Suite P 446,,Skokie,IL,60077,USA,,afg@afgbioscience.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct No. 08680F

Email tracking number to Ali at afg@afgbioscience.com",,,"UPS Acct No. 08680F

Email tracking number to Ali at afg@afgbioscience.com",,,,,,,,0.0,2024-01-10T15:49:07.087-05:00,2025-01-08T16:27:41.467-05:00,,,0,0,{}
New Jersey Inst. of Technology,0012605,True,200 Central Avenue,Mechanical Engineering Dept.,Attn: Dr.P. Singh,Newark,NJ,07102,USA,(862) 452-7732,sd585@njit.edu,,1,AR00,C,0000,,100,,,,,,,,UPS Acct. No. F05w31,,,UPS Acct. No. F05w31,,,,,,,,0.0,2024-01-10T16:08:20.093-05:00,2025-01-08T16:27:41.513-05:00,,,0,0,{}
Molten Aura Labs,0012606,False,30 Westgate Parkway #310,,,Asheville,NC,28806,USA,,adam@moltenaura.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct  No. X3F277

Please email tracking number to Adam Wiens at adam@moltenaura.com",,,"UPS Acct  No. X3F277

Please email tracking number to Adam Wiens at adam@moltenaura.com",,,,,,,,0.0,2024-01-10T16:08:20.957-05:00,2025-01-08T16:27:41.563-05:00,,,0,0,{}
Koartan Microelectronics,0012607,True,1248 Sussex Turnpike,"Mountain Ridge Business Park,",Unit B12,Randolph,NJ,07869-2908,USA,(973) 895-3600,david.nabatian@koartan.com,,1,AR03,C,0000,,100,,,,,,,,UPS Account No. T3403T,,,UPS Account No. T3403T,,,,,,,,0.0,2024-01-10T16:08:21.753-05:00,2025-01-08T16:27:41.61-05:00,,,0,0,{}
Parker Hannifin Chomerics,0012608,False,Division,8 Commonwealth Avenue,,Woburn,MA,01801,USA,(781) 389-7290,gspies@parker.com,,1,AR00,C,0000,,100,,,,,,,,"UPS Acct No. 010225

Email tracking number to purchasing agent on PO.",,,"UPS Acct No. 010225

Email tracking number to purchasing agent on PO.",,,,,,,,0.0,2024-01-10T15:49:07.877-05:00,2025-01-08T16:27:41.67-05:00,,,0,0,{}
Olon s.p.a,0012609,True,Strada Rivoltana km 6/7,20090 Rodano,Milano Italy,.,.,.,ITA,,info@olonspa.it,,1,AR08,C,0000,,100,,,,,,,,"FedEx account No. 2980 1490 4

Manufacture date and retest date must be on product labels and tech data sheet.

Email invoice to fatturefornitori@olonspa.it

Email MSDS to msds@olonspa.it

It is forbidden to put silica gel bags in the inner packaging.

Op",,,"FedEx account No. 2980 1490 4

Manufacture date and retest date must be on product labels and tech data sheet.

Email invoice to fatturefornitori@olonspa.it

Email MSDS to msds@olonspa.it

It is forbidden to put silica gel bags in the inner packaging.

Operations: Please include the Pro Forma invoice as a line item on invoice.",,,,,,,,0.0,2024-01-10T16:08:22.53-05:00,2025-01-08T16:27:41.717-05:00,,,0,0,{}
"STA Technologies, Inc.",0012610,True,8000 Research Way,,,Springfield,VA,22153,USA,(505) 563-4322,amy.montano@SICPA.com,,1,AR30,C,0000,,100,,,,,,,,"Email invoice and tracking number to:
amy.montano@sicpa.com",,,"Email invoice and tracking number to:
amy.montano@sicpa.com",,,,,,,,5000.0,2024-01-10T16:08:23.337-05:00,2025-01-08T16:27:41.763-05:00,,,0,0,{}
Exsa S. A.,0012611,False,Antigua Panamericana  Sur Km,38.5-Lurin,Lima 16 - PERU,.,.,.,,0051 1/3157000,mcastro@exsa.net,,1,AR08,C,0000,,100,,,,,,,,"Exsa requires a Spanish MSDS and Tech data for each material ordered.

Operations please notate on the invoice the $25.00 wire transfer fee. 

Date of manufacture and rest date must be on Tech date sheet

Contact anghelo.romero@orica.com with pick up info",,,"6/25/18 Sent an email to link ly buyer. Received a response stating he or she was no longer employed there.
6/25/18 Sent email to new email address US.sm.DFW.Airexport@dbschenker.com

-- Ronnie - the email address above is to the freight forwarder ""Schenkers"", not the customer/buyer.  The only contact we make with Schenkers is to set up the freight for shipment.  Di 13AUG2018

3/9/22 emailed carlos ref inv 602143
5/16/22 emailed carlos & martha ref 602143
10/18/22  learned terms were changed to N30 by sales.  Customer had rec'd first
                invoice with N30 terms and payment was on time.  Advised Kayla to 
                continue with N30.


Exsa requires a Spanish MSDS and Tech data for each material ordered.

Operations please notate on the invoice the $25.00 wire transfer fee. 

Date of manufacture and rest date must be on Tech date sheet

Contact anghelo.romero@orica.com with pick up information, and he will make arrangments with his freight forwarder.",,,,,,,,0.0,2024-01-10T16:08:24.187-05:00,2025-01-08T16:27:41.813-05:00,,,0,0,{}
Ultraclean Fuel,0012612,True,Suite 16/14 Pioneer Ave,Tuggerah Business Park,Tuggerah NSW 2259 Australia,.,.,.,AUS,,g.gargano@ultracleanfuel.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:25.027-05:00,2024-01-10T16:08:25.027-05:00,,,0,0,{}
Scientific Glass & Instruments,0012613,False,2521 Fairway Park Dr.,Suite 404,,Houston,TX,77092-7601,USA,(713) 682-1481,doug.muller@sginstr.com,,1,AR30,C,0000,,100,,,,,,,,Email invoice to sales@sginstr.com,,,Email invoice to sales@sginstr.com,,,,,,,,0.0,2024-01-10T16:08:25.84-05:00,2025-01-08T16:27:41.873-05:00,,,0,0,{}
Blacklands Malt,0012614,True,190 N. Bagdad Rd.,Bld B Suite 300,,Leander,TX,78641,USA,(512) 944-3259,brandon@blacklandsmalt.com,,1,AR03,C,0000,,101,,,,,,,,"Email invoice to brandon@blacklandsmalt.com

Freightquote
901 West Carondelet Drive Kansas City MO 64114

Contact: Maurice Lars at 816.949.6628
Maurice.lars@freightquote.com",,,"Email invoice to brandon@blacklandsmalt.com

Freightquote
901 West Carondelet Drive Kansas City MO 64114

Contact: Maurice Lars at 816.949.6628
Maurice.lars@freightquote.com",,,,,,,,0.0,2024-01-10T16:17:22.643-05:00,2025-01-08T16:27:41.92-05:00,,,0,0,{}
Steris IMS Ltd,0012615,True,Rutherford House,Stephensons Way,"Wyvern Business Park, Derby",Derbyshire DE21 6LY,.,.,UK,44 0 1992 479444,Cathy_Allen@steris.com,,1,AR07,C,0000,,100,,,,,,,,UPS Acct. No. 1765A3,,,UPS Acct. No. 1765A3,,,,,,,,0.0,2024-01-10T16:08:26.643-05:00,2025-01-08T16:27:41.967-05:00,,,0,0,{}
E3 Ingredients,0012616,True,3209 Spruce Steet,,,Royse City,TX,75189,USA,(972) 638-0893,allen@e3ingredients.com,,1,AR00,C,0000,,101,,,,,,,,"FesEx Acct. No.: 892354243

Email tracking number and invoice to allen@e3ingredients.com

Email tech date sheet to allen@e3ingredients.com in advance of shipment.

PO No. and product code SULFR1 must be on all paper work and labels.",,,"FesEx Acct. No.: 892354243

Email tracking number and invoice to allen@e3ingredients.com

Email tech date sheet to allen@e3ingredients.com in advance of shipment.

PO No. and product code SULFR1 must be on all paper work and labels.",,,,,,,,0.0,2024-01-10T16:17:23.473-05:00,2025-01-08T16:27:42.013-05:00,,,0,0,{}
Mijollnir Chemical Company B.V,0012617,True,Rustenburgerstraat 259-1,Amsterdam 1073GC,Noord Holland,.,.,.,NET,31-0640760472,Peteryue2011@gmail.com,,1,AR03,C,0000,,100,,,,,,,,FedEx account number: 8869 0173 9,,,FedEx account number: 8869 0173 9,,,,,,,,0.0,2024-01-10T16:08:27.507-05:00,2025-01-08T16:27:42.063-05:00,,,0,0,{}
Abristo LLC,0012618,True,"44617 South AirPort,",Suite B,,Hammond,LA,70403,USA,(985) 634-6229,christo@abristo.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:28.3-05:00,2024-01-10T16:08:28.3-05:00,,,0,0,{}
West Pomeranian Univ. of Tech,0012619,True,ul. Pulaskiego 10,Szczecin 70-322,,Zachodniopomorskie,.,.,POL,48 609573930,beata.tryba@zut.edu.pl,,1,AR08,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:29.14-05:00,2024-01-10T16:08:29.14-05:00,,,0,0,{}
ATM Motorsports,0012620,False,3379 Claypool Boyce Rd.,,,Alvaton,KY,42122,USA,(270) 846-3964,angelaneely3952@gmail.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. 40Y R66,,,UPS Acct. 40Y R66,,,,,,,,0.0,2024-01-10T16:08:29.927-05:00,2025-01-08T16:27:42.123-05:00,,,0,0,{}
Cyto-Power,0012621,False,10919 Sagewind Dr.,,,Houston,TX,77089,USA,(281) 996-5031,hollymoffett1@outlook.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. AV5 570

Customer's Tax Exempt form on file.",,,"UPS Acct. AV5 570

Customer's Tax Exempt form on file.",,,,,,,,0.0,2024-01-10T16:08:30.717-05:00,2025-01-08T16:27:42.157-05:00,,,0,0,{}
Lindsay Art Glass,0012622,False,109 East. F Street,,,Benicia,CA,94510,USA,(707) 208-7673,wholesale@lindsayartglass.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:31.657-05:00,2024-01-10T16:08:31.657-05:00,,,0,0,{}
"Advanced Energy Materials, LLC",0012623,False,311 East Lee St.,,,Louisville,KY,40208,USA,(502) 592-2591,vivekanand.kumar@gmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:32.48-05:00,2024-01-10T16:08:32.48-05:00,,,0,0,{}
"Molecule Works, Inc.",0012624,False,2447 Robertson Drive,,,Richland,WA,99354,USA,(509) 375-0386,support@moleculeworks.com,,1,AR03,C,0000,,100,,,,,,,,,,,11/09/21  emailed John Nadasky to ask about 2 received on 10/28 and 11/5/21,,,,,,,,0.0,2024-01-10T16:08:33.31-05:00,2025-01-08T16:27:42.203-05:00,,,0,0,{}
"Union Process, Inc.",0012625,False,1925 Akron Peninsula Rd.,,,Akron,OH,44313,USA,(330) 929-3333,eli@unionprocess.com,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct No. R0A 117
Fed Ex Acct No. 044702533",,,"UPS Acct No. R0A 117
Fed Ex Acct No. 044702533",,,,,,,,0.0,2024-01-10T16:08:34.203-05:00,2025-01-08T16:27:42.263-05:00,,,0,0,{}
CeraShield SL,0012626,True,Calle Bosc 42,VAT nº ES B16508467,Attn:  Claire Steele,07160 Paguera IB,.,.,SPA,0034620393033,claire@cerashield.net,,1,AR03,C,0000,,100,,,,,,,,Send invoice to:  claire@cerashield.net,,,"RE:  S/O 737797 for 7.5 Kg of Hydrochloric Acid.

Email to customer on 12/13/2017
FedEx required us to repack the material into smaller inner containers (15 x 500 gm vs. 4 x 1.875 Kg) before they would take it so we ended up having to ship it in two boxes instead of one.  This all took place after the office was already closed so we didn't want to hold the shipment until Monday considering you needed it urgently and for Saturday delivery so we made the FedEx requested changes in order to still get it to you the next morning.   Because of this second outer container it incurred more shipping charges/additional DG fee, etc.  Originally when we received a quote on the one box it was $410.27 and since we had to break it down into two, the total ended up being $675.99, a difference of $265.72.  Attached is the detailed invoice from FedEx to support the charges.

----

I sent a follow up email on 12/20 since I never heard back.

----

On 12/21/2017 5:09 AM, Claire Steel wrote:
>
> Dear Diane,
>
> My apologies for the late reply.
>
> I am a little surprised to say the least when I received your email. We were told a price by you on email and the product was delivered. Almost a month passes and you contact me saying we need to pay more?
>
> I don’t understand why it’s taken a month to be highlighted to me and surely when a customer is told a price and receives the goods should then not be contacted a month later to say that price has increased?
>
> Best regards,
> Claire.
>
>  
---------

My email of 12/21/2017:

I understand how you feel.  Yes we knew it would cost more to split the packaging when FedEx advised us late in the day of the new limitations which we have no control over.  You either pack it how FedEx wants or you don't use them.  When we got the estimate online for which you paid, it was based on it shipping in one outer container instead of two.  We don't get the actual invoice in the mail from FedEx until a few weeks later to match up to our shipments and at that time is when I contacted you last week. 

As I said in my email, instead of holding the shipment until the following Monday to get confirmation from you and collection of the additional charges, we stayed after hours to insure that the material was repacked and went out because you expressed such urgency.  Had this not been such an emergency on your part we would have most certainly held the shipment until we could speak with you Monday.  I still feel like we made the right decision on sending it that Friday so that you could have it Saturday morning because I had good faith that you would settle the difference.  If we made a mistake in thinking that would be the outcome then I guess that's a lesson learned on our part.  I just know how displeased you would have been to hear from me that Monday telling you that I held up your shipment for that reason

----

Customer never would provide her credit card details to pay the balance so I put them on credit hold so we don't sell to them again or unless they pay the balance.

Di     1/28/2018


Send invoice to:  claire@cerashield.net",,,,,,,,0.0,2024-01-10T16:08:35.033-05:00,2025-01-08T16:27:42.313-05:00,,,0,0,{}
Corning,0012627,True,1 Riverfront Plaza,Attn: Luis Eduardo Perez,,Corning,NY,14831,USA,(812) 350-8544,perezle@corning.com,,1,AR03,C,0000,,100,,,,,,,,"Once material ships, email tracking number to PerezLE@corning.com",,,"Once material ships, email tracking number to PerezLE@corning.com",,,,,,,,0.0,2024-01-10T16:08:35.887-05:00,2025-01-08T16:27:42.36-05:00,,,0,0,{}
Adjuvants Unlimited,0012628,False,3621 W. 5th ST,,,Tulsa,OK,74127,USA,(918) 583-1155,MZwahlen@au-iou.com,,1,AR30,C,0000,,100,,,,,,,,"FedEx Acct. No. 201750679

Email tracking number to MZwahlen@au-iou.com

PO No. must appear on all documents.",,,"5/14/19 Contacted MZwahlen@au-iou.com to find out who the AP contact is. Invice is 10 days past due.
FedEx Acct. No. 201750679

Email tracking number to MZwahlen@au-iou.com

PO No. must appear on all documents.",,,,,,,,5000.0,2024-01-10T16:08:36.64-05:00,2025-01-08T16:27:42.407-05:00,,,0,0,{}
"AB Industries, LLC",0012629,True,12505 Via Colmenar,,,San Diego,CA,92129,USA,,adprovex@gmail.com,,1,AR03,C,0000,,100,,,,,,,,"FedEx Acct No. 9164-8340-6
UPS Acct No.  W28 66A",,,"FedEx Acct No. 9164-8340-6
UPS Acct No.  W28 66A",,,,,,,,0.0,2024-01-10T16:08:37.443-05:00,2025-01-08T16:27:42.467-05:00,,,0,0,{}
"IsleChem, LLC",0012630,False,2801 Long Road,,,Grand Island,NY,14072,USA,(716) 773-8618,jtjackman@islechem.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. No. T59T17,,,UPS Acct. No. T59T17,,,,,,,,0.0,2024-01-10T16:08:38.253-05:00,2025-01-08T16:27:42.513-05:00,,,0,0,{}
Universite Laval,0012631,True,Service des Finances,2345 allee des Bibliotheques,,Quebec,QC,G1V 0A6,CAN,(418) 656-5651,BC_payable@sf.ulaval.ca,,1,AR07,C,0000,,100,,,,,,,,"Freight Forwarder:

Globex Courrier Express International Inc.| Globex Worldwide Courier Inc.
Contact: Marie-Claire Richer
Phone: (514)739-7977 ext. 239 
Email: mricher@globexcourier.com
         or
BGL Limited Broker

Contact: JoAnn Raymond
Phone: (418)6",,,"Freight Forwarder:

Globex Courrier Express International Inc.| Globex Worldwide Courier Inc.
Contact: Marie-Claire Richer
Phone: (514)739-7977 ext. 239 
Email: mricher@globexcourier.com
         or
BGL Limited Broker

Contact: JoAnn Raymond
Phone: (418)650-4995
Email: jraymond @bglbrokerage.com",,,,,,,,0.0,2024-01-10T16:08:39.053-05:00,2025-01-08T16:27:42.577-05:00,,,0,0,{}
Lilac Solutions,0012632,True,2945 Webster St.,,,Oakland,CA,94609,USA,(847) 655-4295,alex@lilacsolutions.com,,1,AR01,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:39.887-05:00,2024-01-10T16:08:39.887-05:00,,,0,0,{}
LSNE Contract Manufacturing,0012633,False,23 Commerce Drive,,,Bedford,NH,03110,USA,(603) 668-5763,purchasing@lyophilization.com,,1,AR03,C,0000,,100,,,,,,,,"FedEx Acct. No.: 215208273

Tech Data Sheet to include the manufacture date and retest date

Send tracking information to HClarke@lyophilization.com, cdunnell@lyophilization.com, and edube@lyophilization.com

Send invoice to AP@lyophilization.com",,,"FedEx Acct. No.: 215208273

Tech Data Sheet to include the manufacture date and retest date

Send tracking information to HClarke@lyophilization.com, cdunnell@lyophilization.com, and edube@lyophilization.com

Send invoice to AP@lyophilization.com",,,,,,,,0.0,2024-01-10T16:08:40.657-05:00,2025-01-08T16:27:42.623-05:00,,,0,0,{}
