OrderNumber,OrderStatus,CustomerNumber,CustomerName,OrderDate,ShipDate,PromisedDate,Closed,CreditHold,OnHold,BlanketOrder,Amount,OrderType,CustomerPurchaseOrderNumber,SalesAgent,Division,Warehouse,TaxCode,ShipperID,Attention,FOB,FreightOption,FreightAmount,FreightCost,Email,FreeField1,FreeField2,OrderRemarks,InternalRemarks,OrderRemark3,OrderRemark4,ShipToSequence,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToZip,ShipToCountry,Phone,ShipFromName,ShipFromAddress1,ShipFromAddress2,ShipFromAddress3,ShipFromCity,ShipFromState,ShipFromZip,ShipFromCountry,MiscCharge1,MiscCharge1GL,MiscCharge1Reason,MiscCharge1Tax,MiscCharge2,MiscCharge2GL,MiscCharge2Reason,MiscCharge2Tax,MiscCharge3,MiscCharge3GL,MiscCharge3Reason,MiscCharge3Tax,MiscCharge4,MiscCharge4GL,MiscCharge4Reason,MiscCharge4Tax,NumberOfPallets,ShippingZone,Truck,TruckRunId,TruckRunDate,StopNumber,StandingOrderRelease,ExternalTracking,CreateDate,UpdateDate,items,CustomFields,Month
900462,Entered,0010136,Eagle Picher Technologies,2024-12-05,2025-05-30T00:00:00-04:00,2025-05-30T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (3),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(3)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #3


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T10:42:25.087-05:00,2025-01-17T10:42:25.087-05:00,[],{},2024-12
900463,Entered,0010136,Eagle Picher Technologies,2024-12-05,2025-08-07T00:00:00-04:00,2025-08-07T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (4),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(4)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #4


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T10:52:59.403-05:00,2025-01-17T10:52:59.403-05:00,[],{},2024-12
900464,Entered,0010136,Eagle Picher Technologies,2024-12-05,2025-10-22T00:00:00-04:00,2025-10-16T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (5),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(5)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #5


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T11:01:47.68-05:00,2025-01-17T11:01:47.68-05:00,[],{},2024-12
900465,Entered,0008525,"Strem Chemicals, Inc.",2024-11-19,2025-03-31T00:00:00-04:00,2025-02-07T00:00:00-05:00,False,False,False,False,0.0,1,P24110145,0012,1,1,100,FEDEX FRT ECO,Clark Webb,ExWorks SanAntonioTX,COLLECT,,,pam@strem.com,CFR49-HM181,,,,,,-1,"Strem Chemicals, Inc.",7 Mulliken Way,Dexter Industrial Park,,Newburyport,MA,01950-4098,,(978) 499-1600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T11:12:36.937-05:00,2025-02-06T16:04:37.42-05:00,[],{},2024-11
900469,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-30,2025-03-31T00:00:00-04:00,2025-03-31T00:00:00-04:00,False,False,False,False,7480.0,1,6000191871,0012,1,1,100,TRUCK,Galvin Maehew,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.  2"" RED Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

BaSulfate - Red (4 drums / pallet) 

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped 

Put an additional product label on the top of each drum.

FOR DIESEL ORDERS: Make a huge label on 2 sides of the skid  with the following:  DIESEL / RETROFIT

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately.

The following information must be on the BOL:

P.O. # 6000191871, tote serials # and trailer seal # 

Material to be delivered to BASF on Wednesday, April, 4 2025.

If the weather is going to be 40 deg F or lower between here and Huntsville during the days of transport, use a heated trailer.

When using a heated trailer, make sure to mark the B/L:   TRAILER MUST MAINTAIN A TEMPERATURE BETWEEN 70 - 85 deg. F.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,11,Schnellecke Logistics,9603 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T21:16:44.46-05:00,2025-02-18T14:47:30.373-05:00,[],{},2025-01
900470,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-06,2025-03-31T00:00:00-04:00,2025-03-31T00:00:00-04:00,False,False,False,False,10617.03,1,6000191868,0012,1,1,100,TRUCK,,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Packaged in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" color Bright Orange tape to be placed around each drum just below the Noah product label .  Use color paint for the ears of the totes. 

Barium Acetate Solution - Bright Orange

Put an additional product label on the top of each drum.

P.O. # 6000191868, tote serials # and trailer seal # and the following statements to be on B/L:

Material to be delivered to BASF on Wednesday, April 2, 2025

If the weather is going to be 40 deg F or lower between here and Huntsville during the days of transport, use a heated trailer.

When using a heated trailer, make sure to mark the B/L:  TRAILER MUST MAINTAIN A TEMPERATURE BETWEEN 70 - 85 deg. F.

Truck is to be exclusive use with an NTC seal applied after loading.  

Make sure to specify to them IF we need a heated trailer. Trailer must be maintained at 70-85 deg. F. 

Use BASF Huntville assigned totes only.

Check totes to make sure the vent caps and chains are securely attached to the totes.

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately. (palletization drum limits below)",,,6,HUNTSVILLE PLANT AUTOMOTIVE,9800 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T21:25:48.32-05:00,2025-01-21T23:40:32.567-05:00,[],{},2025-01
900471,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-06,2025-03-31T00:00:00-04:00,2025-03-31T00:00:00-04:00,False,False,False,False,1020.0,1,6000191861,0012,1,1,100,TRUCK,,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Ba Hydroxide - White (4 drums / pallet)

For BaHydrox - Make sure a 100 gm retention sample has been pulled for each lot shipped 

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately.

The following information must be on the BOL:

P.O. # , tote serials # and trailer seal # 

Material to be delivered to BASF on 4/2/2025

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,6,HUNTSVILLE PLANT AUTOMOTIVE,9800 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T21:30:24.313-05:00,2025-02-04T18:22:57.723-05:00,[],{},2025-01
900472,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-06,2025-03-31T00:00:00-04:00,2025-03-31T00:00:00-04:00,False,False,False,False,1696.0,1,6000191870,0012,1,1,100,TRUCK,Galvin Maehew,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" BLACK  Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Strontium Acetate - BLACK

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately. 

Use BASF Huntsville assigned totes only.

Check totes to make sure the vent caps and chains are securely attached to the totes.

The following information must be on the BOL:

P.O. # 6000191870, tote serials # and trailer seal # 

Material to be delivered to BASF on April,  4, 2025.

If the weather is going to be 40 deg F or lower between here and Huntsville during the days of transport, use a heated trailer.

When using a heated trailer, make sure to mark the B/L:   TRAILER MUST MAINTAIN A TEMPERATURE BETWEEN 70 - 85 deg. F.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,6,HUNTSVILLE PLANT AUTOMOTIVE,9800 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T21:43:17.31-05:00,2025-03-04T11:56:32.053-05:00,[],{},2025-01
900473,Entered,0005050,Battelle Pacific N. W. Labs,2025-01-20,2025-04-01T00:00:00-04:00,2025-04-01T00:00:00-04:00,False,False,False,True,66124.67,1,775509,0006,1,1,100,FEDEX FRT PRIOR,Nicholas Herman,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"THIS IS A BLANKET ORDER

FedEx Freigth System Acct. No.: 650244028

Each batch of material should be partitioned into a single 330- Gallon IBC tote (with a bottom drain).

Mark BL & P/L with the following:

Transportation is for the US DOE and the actual total transportation charges paid to the carrier by the consignor or consignee are assignable to, and shall be reimbursed by the Government

Declare no value, do not insure.

Tech data sheet must include PO No. Contract: 775509, signature, title, date, mfg date/retest date

Email SDS, COA, and  tracking number to purchasing agent on PO Nicholas Herman at nicholas.herman@pnnl.gov

If applicable (if we get a S.O.W.) Tech data sheet must include PO No. Contract: 775509 , and results of each specification listed on PO under section Statement of Work.  Tech data must be signed by authorized technical personnel and include date and title of the person signing.

Material must be from one lot.

Submit all invoices and payment inquiries to:  ap.invoices@pnnl.gov 

Note: Invoices must list locations of service: (U.S.: City, State, Foreign: Country)

Following must be on BOL:
The vendor and/or the shipper must communicate with one or more Battelle points of contact listed below on the delivery dates of each batch to ensure staff are staged to take delivery. Before proceeding to the final destination, each delivery must check in at 
Battelle Central Receiving 
790 6th Street 
Richland, WA 99354


Delivery of the six production batches to Battelle. The final destination is as follows: 
Carolyn Burns/PO # 775509 
Process Development Laboratory East (PDLE) 
3071 M Avenue 
Battelle Pacific Northwest National Laboratory 
Richland, WA 99354",,,4,Battelle for the US DOE,790 6th Street,,,Richland,WA,99354,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-20T09:33:07.11-05:00,2025-03-17T12:21:57.673-04:00,[],{},2025-01
900477,Entered,0005050,Battelle Pacific N. W. Labs,2024-12-04,2025-02-19T00:00:00-05:00,2025-02-18T00:00:00-05:00,False,False,False,False,10163.8164,1,775509,0006,1,1,100,FEDEX FRT PRIOR,Nicholas Herman,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"THIS IS BLANKET RELEASE 2 OF 5

FedEx Freigth System Acct. No.: 650244028

Each batch of material should be partitioned into a single 330- Gallon IBC tote (with a bottom drain).

Mark BL & P/L with the following:

Transportation is for the US DOE and the actual total transportation charges paid to the carrier by the consignor or consignee are assignable to, and shall be reimbursed by the Government

Declare no value, do not insure.

Tech data sheet must include PO No. Contract: 775509, signature, title, date, mfg date/retest date

Email SDS, COA, and  tracking number to purchasing agent on PO Nicholas Herman at nicholas.herman@pnnl.gov

If applicable (if we get a S.O.W.) Tech data sheet must include PO No. Contract: 775509 , and results of each specification listed on PO under section Statement of Work.  Tech data must be signed by authorized technical personnel and include date and title of the person signing.

Material must be from one lot.

Submit all invoices and payment inquiries to:  ap.invoices@pnnl.gov 

Note: Invoices must list locations of service: (U.S.: City, State, Foreign: Country)

BALANCE OF ORDER TO FOLLOW

Following must be on BOL:
The vendor and/or the shipper must communicate with one or more Battelle points of contact listed below on the delivery dates of each batch to ensure staff are staged to take delivery. Before proceeding to the final destination, each delivery must check in at 
Battelle Central Receiving 
790 6th Street 
Richland, WA 99354


Delivery of the six production batches to Battelle. The final destination is as follows: 
Carolyn Burns/PO # 775509 
Process Development Laboratory East (PDLE) 
3071 M Avenue 
Battelle Pacific Northwest National Laboratory 
Richland, WA 99354",,,4,Battelle for the US DOE,790 6th Street,,,Richland,WA,99354,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-20T13:04:42.323-05:00,2025-03-17T12:21:03.513-04:00,[],{},2024-12
900485,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-21,2025-04-14T00:00:00-04:00,2025-04-14T00:00:00-04:00,False,False,False,False,8093.7045,1,6000197241,0012,1,1,100,TRUCK,Galvin Maehew,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Ba Acetate Solution - Bright Orange

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately. 

Use BASF Huntsville assigned totes only.

Check totes to make sure the vent caps and chains are securely attached to the totes.

The following information must be on the BOL:

P.O. # 6000197241, tote serials # and trailer seal # 

Material to be delivered to BASF on Thursday ,Feb. 13, 2025

If the weather is going to be 40 deg F or lower between here and Huntsville during the days of transport, use a heated trailer.

When using a heated trailer, make sure to mark the B/L:   TRAILER MUST MAINTAIN A TEMPERATURE BETWEEN 70 - 85 deg. F.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,5,HUNTSVILLE  PLANT AUTOMOTIVE,9800 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-21T22:34:50.02-05:00,2025-03-10T15:09:13.987-04:00,[],{},2025-01
900495,Entered,15026,MakrMed,2025-01-23,2025-02-21T00:00:00-05:00,2025-02-21T00:00:00-05:00,False,False,True,False,2500.0,1,01202025,00,1,1,100,,,Not Applicable,,,,,,,,"This is a chemservice R&D project. We are receiving 2 samples of magnesium oxide from the customer, testing them, identifying differences, and creating a specification for MgO we feel confident will meet requirements and final product consistency",,,-1,MakrMed,MakrMed,14222 Golf View Trail,,Houston,TX,77059,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-24T09:42:18.793-05:00,2025-01-28T16:12:16.213-05:00,[],{},2025-01
900510,Entered,0014173,Verily Life Sciences,2025-01-28,2025-06-03T00:00:00-04:00,2025-01-30T00:00:00-05:00,False,False,False,False,2346.2838,1,4100021078,0006,1,1,100,FEDEX INT'L,,ExWorks San Antonio,COLLECT,,,,IATA,,,"SAGE SO 881985

SPECIAL INSTRUCTIONS:

FedEx Account No. # 692904281 

Partial Shipment 
1st FEB 2025  ! 80L / 84 Kg 
2nd  JUNE 2025  ! 120L / 126 Kg 


Ful shipping address:
Verily Life Sciences (S.E. Asia)
Pte Ltd.
31 Kaki Bukit Road 3
TechLink #03-19/25
Singapore, 417818
Singapore
Attn: Felix Lui


Email invoices to accountspayable-verily@google.com",,,2,Verily Life Sciences,(S.E. Asia) Pte Ltd,31 Kaki Bukit Road 3,TechLink #03-19/25,Singapore,.,417818,SNG,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-28T15:58:31.787-05:00,2025-01-28T16:12:16.573-05:00,[],{},2025-01
900517,Entered,0012026,Orica Sweden AB,2025-01-16,2025-03-25T00:00:00-04:00,2025-03-25T00:00:00-04:00,False,False,False,False,17126.0,1,4500626764,0024,1,1,100,AIR FREIGHT,1,ExWorksSan AntonioTx,THIRD PARTY,,,leif.eriksson@orica.com,IATA,,,"Please contact CH Robinson to arrangement shipment. Their Swedish agents:

david.frantz@chrobinson.com and jesper.gabrielsson@chrobinson.com

Send tech data to:
lena.kammerland@orica.com
quality.sweden@orica.com

Goods Marking: 
Please use delivery address together with our purchase order number. This marking must always be included in the transport documents (delivery note). This is a security requirement from Orica and means that only cars with the correct information will be allowed to enter our area.

Specify on the invoice & packing list:
Number of packages
Gross and net weight
Volume
Customs Tariff Number 2824.90.5000 <---(this is for our code C2849)

Include PO number 4500626764 on all freight documents and Attention: Lena Kammarland / Östra ind.omr. Hus 180

Email invoice to:  invoicegbs@orica.com
(include wire transfer information)",,,3,Orica Sweden AB,Orica 3,SE-713 82,,GYTTORP,.,.,SWEDEN,0114658785000,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-28T17:50:35.133-05:00,2025-01-29T17:31:36.623-05:00,[],{},2025-01
900521,Entered,0009951,BASF Catalysts (Shanghai),2025-01-21,2025-04-02T00:00:00-04:00,2025-04-02T00:00:00-04:00,False,False,False,False,18604.8,1,6000196761,0000,1,1,100,SEA FREIGHT,Tony Su,ExWorks SanAntonioTX,COLLECT,,,Tony Su <jieqing.su@basf.com>,CFR49-HM181,,,"This part number shall be packaged in fiber drum clearly stating the lot number, BASF Part Number, gross weight, net weight, order number, mfg date, and re-test date.  In addition, 2"" color tape shall be placed around the drum just below the Noah product label as follows:  

Mn Nitrate Soln - SILVER

Make sure a 100 gm retention sample has been pulled for each lot shipped

GHS Labelis must be in Chinese and English -- for both the drums and the overpacks.

Mark invoices:  Made in the USA

P.O. number must be on bill of lading

Mark the skid and the B/L:  DO NOT DOUBLE STACK SKIDS

LABEL DRUMS AND OVERPACK AS FOLLOWS:

BASF Shanghai
BASF order Number:
BASF P/N:
Descritpion:
G.W.  /  N.W.  /  T.W.
Manufacture Date:
Inspection/Retest Date:
For industrial use only
MADE IN THE USA

** Apply the Chinese label that says For Industrial Use Only - to each drum.  

Ocean freight forwarder - Norton Logistics

Air freight forwarder - 
DSV Air & Sea, Inc.
Carsten Groenvall, Branch Mgr.
807 Las Cimas Pkwy, Suite 115
Austin, TX  78746
Tel: 512-501-5001
Fax: 512-501-5019
Email:  carsten.groenvall@us.dsv.com

All the documents must show order number.

Email following documents to freight forwarder:
Signed Commercial Invoice 
Packing list
Certificate of origin
Certificate of Compliance
Certificate of Analysis
Wood packing declaration
MSDS                      
SED (as applicable)

ASN will be documented by emailing a copy of the invoice, packing list, C/A and MSDS to Jie Qing SU at jieqing.su@basf-catalystsmetals.com

Invoices send to FA
FA Contact : Helena Miao 
Email: helena.miao@basf.com

Send a copy of all the shipping documents to: vivi.qian@basf.com:

Email invoice to:  Payables-Invoice-CN0G@basf-catalystsmetals.com",,,19,"BASF Catalysts (Shanghai) Co., Ltd","Jingqiao Export Process Zone, Pudong",199 Luqiao Road,Finance Department,Shanghai,.,201206,CHINA,011-86-2161091762,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-29T11:03:00.773-05:00,2025-03-17T11:04:31.173-04:00,[],{},2025-01
900522,Entered,0009181,BASF Corporation,2025-01-23,2025-04-02T00:00:00-04:00,2025-04-02T00:00:00-04:00,False,False,False,False,55580.0,1,4989534484,0012,1,1,100,TRUCK,Karen Pierce,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"Use Uber Freight website to setup pickup 
www.uberfreight.com
Transplace logins
Uber Freight TMS
Active directory
Login: 1230rsanchez   //  Password: 2024Noahtech!

Iron (II) Chloride (C2431)
Pack 32.5 lb/ bag
Pack 6 x 32.5 lb per 30 gallon drum. 
Make drum labels with contents inside.

Line No. 0010

Invoice must show the article number and the agreement number (if applicable).

Email invoices to   ice_2063@basf.com

After shipment send the following info and shipping notifications to contact on PO and usmc-service-mmm-external@basf.com or faxed to 251-436-3877

BASF PO Number __________
BASF Article Number ___________
Material Description
Quantity
Carrier
PO Number  
Seal Number(s)

The following must be on the BOL:  
PO Number ___________
Article Number ___________
Agreement Number ____________
Delivery Schedule:  Monday - Friday, 7am - 1pm
Appointments required.  Call (251) 436-2587

Drivers must check in at site gate within 20 minutes of appointment time and must have AT LEAST ONE valid  drivers license:
CDL Containing HME
OR
Specific Trusted Traveler Credentials issued by US Customs and Border Protection: Global Entry, NEXUS, SENTRI, and FAST
and proof of insurance.  

Minors not allowed.  Passengers over 18 must present picture ID.

Firearms strictly prohibited.",,,1,BASF Corporation,1379 Ciba Road,,,Mc Intosh,AL,36553,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-29T11:40:56.523-05:00,2025-02-24T13:26:58.413-05:00,[],{},2025-01
900528,Entered,0011337,World Bioproducts LLC,2025-01-30,2025-04-04T00:00:00-04:00,2025-04-04T00:00:00-04:00,False,False,False,False,109.25,1,PA-12809,0024,1,1,100,FEDEX GROUND,DIANE,Ewworks SanAntonioTX,COLLECT,,,,UPS Ground / FedEx Ground,,,"FedEx Acct. No. 3591-2159-8

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-30T09:22:15.033-05:00,2025-03-04T10:22:45.733-05:00,[],{},2025-01
900530,Entered,0011337,World Bioproducts LLC,2025-01-30,2025-05-05T00:00:00-04:00,2025-05-05T00:00:00-04:00,False,False,False,False,218.5,1,PA-12809,0024,1,1,100,FEDEX GROUND,DIANE,Ewworks SanAntonioTX,COLLECT,,,,UPS Ground / FedEx Ground,,,"FedEx Acct. No. 3591-2159-8

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-30T09:35:52.54-05:00,2025-03-06T11:57:00.737-05:00,[],{},2025-01
